Product Id;Product Handle;Product Title;Product Subtitle;Product Description;Product Status;Product Thumbnail;Product Weight;Product Length;Product Width;Product Height;Product HS Code;Product Origin Country;Product MID Code;Product Material;Product Collection Title;Product Collection Handle;Product Type;Product Tags;Product Discountable;Product External Id;Product Profile Name;Product Profile Type;Variant Id;Variant Title;Variant SKU;Variant Barcode;Variant Inventory Quantity;Variant Allow Backorder;Variant Manage Inventory;Variant Weight;Variant Length;Variant Width;Variant Height;Variant HS Code;Variant Origin Country;Variant MID Code;Variant Material;Price USD;Price EUR;Option 1 Name;Option 1 Value;Image 1 Url;Sales Channel 1 Id;Sales Channel 1 Name;Sales Channel 1 Description;Product Category 1 Handle;Product Category 1 Name;Product Category 1 Description;Product Category 2 Handle;Product Category 2 Name;Product Category 2 Description
prod_01HQWN8RZMS48C927NK6JZ6628;aesthetix-beige-t;Beige T-shirt;Fashionable!;"Introducing our impeccably crafted Beige T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our Beige T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its subtle beige hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our Beige T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709285071039-beige-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWN8VZ8KXNQH6MN7GTPMX1A;Beige / S;;;100;false;true;130;;;;;US;;100% cotton;35;;Size;S;http://localhost:9000/uploads/1709312619101-beige-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWN8RZMS48C927NK6JZ6628;aesthetix-beige-t;Beige T-shirt;Fashionable!;"Introducing our impeccably crafted Beige T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our Beige T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its subtle beige hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our Beige T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709285071039-beige-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWN8VZ9D92DGMPGSMSR3M72;Beige / M;;;100;false;true;135;;;;;US;;100% cotton;35;;Size;M;http://localhost:9000/uploads/1709312619101-beige-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWN8RZMS48C927NK6JZ6628;aesthetix-beige-t;Beige T-shirt;Fashionable!;"Introducing our impeccably crafted Beige T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our Beige T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its subtle beige hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our Beige T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709285071039-beige-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWN8VZAC1Y4KEG9G4SXXHMJ;Beige / L;;;100;false;true;139;;;;;US;;100% cotton;35;;Size;L;http://localhost:9000/uploads/1709312619101-beige-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWN8RZMS48C927NK6JZ6628;aesthetix-beige-t;Beige T-shirt;Fashionable!;"Introducing our impeccably crafted Beige T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our Beige T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its subtle beige hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our Beige T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709285071039-beige-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWN8VZAT60GGWSCRBYK6D9S;Beige / XL;;;100;false;true;145;;;;;US;;100% cotton;35;;Size;XL;http://localhost:9000/uploads/1709312619101-beige-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWJ44P5J6KMYMYB072F9DJ3;aesthetix-white-t;White T-shirt;In Vouge;"Introducing our impeccably crafted White T-shirt from Aesthetix – where timeless simplicity meets contemporary flair. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our White T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its pristine white hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our White T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709281768366-white-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWJ4DCWTRKMJMKH4YZNE200;White / S;;;99;false;true;130;;;;;US;;100% cotton;35;;Size;S;http://localhost:9000/uploads/1709312641809-white-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWJ44P5J6KMYMYB072F9DJ3;aesthetix-white-t;White T-shirt;In Vouge;"Introducing our impeccably crafted White T-shirt from Aesthetix – where timeless simplicity meets contemporary flair. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our White T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its pristine white hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our White T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709281768366-white-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWJ4DCY89ETGDYXNPM77ZD5;White / M;;;98;false;true;135;;;;;US;;100% cotton;35;;Size;M;http://localhost:9000/uploads/1709312641809-white-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWJ44P5J6KMYMYB072F9DJ3;aesthetix-white-t;White T-shirt;In Vouge;"Introducing our impeccably crafted White T-shirt from Aesthetix – where timeless simplicity meets contemporary flair. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our White T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its pristine white hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our White T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709281768366-white-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWJ4DCYDCMSX0B0END4SRJZ;White / L;;;100;false;true;140;;;;;US;;100% cotton;35;;Size;L;http://localhost:9000/uploads/1709312641809-white-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWJ44P5J6KMYMYB072F9DJ3;aesthetix-white-t;White T-shirt;In Vouge;"Introducing our impeccably crafted White T-shirt from Aesthetix – where timeless simplicity meets contemporary flair. Elevate your essential wardrobe with this versatile piece that seamlessly combines comfort and style. Crafted from premium-quality materials, our White T-shirt ensures unparalleled softness and durability, promising a luxurious feel with every wear. Whether you're unwinding at home or navigating urban streets, this T-shirt offers the ideal fusion of comfort and refined aesthetics. Its pristine white hue effortlessly enhances any outfit, making it a versatile must-have for any occasion. Experience unrivaled comfort and elevated style with our White T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709281768366-white-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWJ4DCZ21FEP51B4PYGB81M;White / XL;;;100;false;true;145;;;;;US;;100% cotton;35;;Size;XL;http://localhost:9000/uploads/1709312641809-white-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWB7NRJPMXBYGH4C8K5HXKD;aesthetix-back-t;Black T-shirt;In Fashion;"Introducing our impeccably designed Black T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your wardrobe essentials with this versatile piece that effortlessly blends comfort and style. Crafted from premium-quality materials, this Black T-shirt offers unparalleled softness and durability, ensuring a luxurious feel with every wear. Whether you're relaxing at home or exploring the city streets, this T-shirt provides the perfect combination of comfort and refined aesthetics. Its classic black hue adds a touch of understated elegance to any ensemble, making it a versatile staple for every occasion. Experience unmatched comfort and elevated style with our Black T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709274549215-black-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWB7RCCR5YH2MDFC4JKVPDH;Black / S;;;99;false;true;130;;;;;US;;100% cotton;35;;Size;S;http://localhost:9000/uploads/1709312661106-black-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWB7NRJPMXBYGH4C8K5HXKD;aesthetix-back-t;Black T-shirt;In Fashion;"Introducing our impeccably designed Black T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your wardrobe essentials with this versatile piece that effortlessly blends comfort and style. Crafted from premium-quality materials, this Black T-shirt offers unparalleled softness and durability, ensuring a luxurious feel with every wear. Whether you're relaxing at home or exploring the city streets, this T-shirt provides the perfect combination of comfort and refined aesthetics. Its classic black hue adds a touch of understated elegance to any ensemble, making it a versatile staple for every occasion. Experience unmatched comfort and elevated style with our Black T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709274549215-black-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWB7RCDVCXVSHKJSGY8MRZ5;Black / M;;;100;false;true;130;;;;;US;;100% Cotton;35;;Size;M;http://localhost:9000/uploads/1709312661106-black-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWB7NRJPMXBYGH4C8K5HXKD;aesthetix-back-t;Black T-shirt;In Fashion;"Introducing our impeccably designed Black T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your wardrobe essentials with this versatile piece that effortlessly blends comfort and style. Crafted from premium-quality materials, this Black T-shirt offers unparalleled softness and durability, ensuring a luxurious feel with every wear. Whether you're relaxing at home or exploring the city streets, this T-shirt provides the perfect combination of comfort and refined aesthetics. Its classic black hue adds a touch of understated elegance to any ensemble, making it a versatile staple for every occasion. Experience unmatched comfort and elevated style with our Black T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709274549215-black-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWB7RCEK0ADBJ3J0087KWQ9;Black / L;;;100;false;true;140;;;;;US;;100% Cotton;35;;Size;L;http://localhost:9000/uploads/1709312661106-black-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HQWB7NRJPMXBYGH4C8K5HXKD;aesthetix-back-t;Black T-shirt;In Fashion;"Introducing our impeccably designed Black T-shirt from Aesthetix – where timeless elegance meets modern sophistication. Elevate your wardrobe essentials with this versatile piece that effortlessly blends comfort and style. Crafted from premium-quality materials, this Black T-shirt offers unparalleled softness and durability, ensuring a luxurious feel with every wear. Whether you're relaxing at home or exploring the city streets, this T-shirt provides the perfect combination of comfort and refined aesthetics. Its classic black hue adds a touch of understated elegance to any ensemble, making it a versatile staple for every occasion. Experience unmatched comfort and elevated style with our Black T-shirt from Aesthetix – redefine your wardrobe essentials today.";published;http://localhost:9000/uploads/1709274549215-black-tee-thumbnail.png;130;;;;;US;;100% cotton;New Merch!;new-merch;T-Shirt;;true;;Default Shipping Profile;default;variant_01HQWB7RCFRR2K45E66XAF72K6;Black / XL;;;99;false;true;145;;;;;US;;100% Cotton;35;;Size;XL;http://localhost:9000/uploads/1709312661106-black-tee-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;shirts;Shirts;;merch;Merch;
prod_01HP237RFYPRV74TM2YG96S62P;aesthetix-hoodie;Aesthetix Hoodie;;"Get ready to sass up your wardrobe with our fabulously crafted hoodies from Aesthetix! Say goodbye to basic and hello to bold with our premium-quality hoodies designed for those who demand both comfort and fierce style. Crafted from top-notch materials, these hoodies don't just offer comfort – they serve up attitude with every wear. Whether you're kicking back at home or strutting your stuff on the streets, our hoodies bring the sass wherever you go. With a range of daring designs and vibrant colors, Aesthetix hoodies are your go-to for making a statement. Don't settle for ordinary – unleash your inner diva with Aesthetix hoodies that blend comfort and sass in perfect harmony.";published;http://localhost:9000/uploads/1709274664107-hoodie-thumbnail.png;400;;;;;;;;New Merch!;new-merch;Hoodie;;true;;Default Shipping Profile;default;variant_01HP237YW6SWN85977KSJ3SGCF;S;;;98;false;true;;;;;;;;;40;40;Size;S;http://localhost:9000/uploads/1709312754810-hoodie-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;hoodies;Hoodies;;merch;Merch;
prod_01HP237RFYPRV74TM2YG96S62P;aesthetix-hoodie;Aesthetix Hoodie;;"Get ready to sass up your wardrobe with our fabulously crafted hoodies from Aesthetix! Say goodbye to basic and hello to bold with our premium-quality hoodies designed for those who demand both comfort and fierce style. Crafted from top-notch materials, these hoodies don't just offer comfort – they serve up attitude with every wear. Whether you're kicking back at home or strutting your stuff on the streets, our hoodies bring the sass wherever you go. With a range of daring designs and vibrant colors, Aesthetix hoodies are your go-to for making a statement. Don't settle for ordinary – unleash your inner diva with Aesthetix hoodies that blend comfort and sass in perfect harmony.";published;http://localhost:9000/uploads/1709274664107-hoodie-thumbnail.png;400;;;;;;;;New Merch!;new-merch;Hoodie;;true;;Default Shipping Profile;default;variant_01HP237YW8M9EWVYCP61SFH86P;M;;;100;false;true;;;;;;;;;40;40;Size;M;http://localhost:9000/uploads/1709312754810-hoodie-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;hoodies;Hoodies;;merch;Merch;
prod_01HP237RFYPRV74TM2YG96S62P;aesthetix-hoodie;Aesthetix Hoodie;;"Get ready to sass up your wardrobe with our fabulously crafted hoodies from Aesthetix! Say goodbye to basic and hello to bold with our premium-quality hoodies designed for those who demand both comfort and fierce style. Crafted from top-notch materials, these hoodies don't just offer comfort – they serve up attitude with every wear. Whether you're kicking back at home or strutting your stuff on the streets, our hoodies bring the sass wherever you go. With a range of daring designs and vibrant colors, Aesthetix hoodies are your go-to for making a statement. Don't settle for ordinary – unleash your inner diva with Aesthetix hoodies that blend comfort and sass in perfect harmony.";published;http://localhost:9000/uploads/1709274664107-hoodie-thumbnail.png;400;;;;;;;;New Merch!;new-merch;Hoodie;;true;;Default Shipping Profile;default;variant_01HP237YW90ZE684TG6GGC7V6A;L;;;102;false;true;;;;;;;;;40;40;Size;L;http://localhost:9000/uploads/1709312754810-hoodie-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;hoodies;Hoodies;;merch;Merch;
prod_01HP237RFYPRV74TM2YG96S62P;aesthetix-hoodie;Aesthetix Hoodie;;"Get ready to sass up your wardrobe with our fabulously crafted hoodies from Aesthetix! Say goodbye to basic and hello to bold with our premium-quality hoodies designed for those who demand both comfort and fierce style. Crafted from top-notch materials, these hoodies don't just offer comfort – they serve up attitude with every wear. Whether you're kicking back at home or strutting your stuff on the streets, our hoodies bring the sass wherever you go. With a range of daring designs and vibrant colors, Aesthetix hoodies are your go-to for making a statement. Don't settle for ordinary – unleash your inner diva with Aesthetix hoodies that blend comfort and sass in perfect harmony.";published;http://localhost:9000/uploads/1709274664107-hoodie-thumbnail.png;400;;;;;;;;New Merch!;new-merch;Hoodie;;true;;Default Shipping Profile;default;variant_01HP237YWAXZXJPZACATV7J11X;XL;;;100;false;true;;;;;;;;;40;40;Size;XL;http://localhost:9000/uploads/1709312754810-hoodie-thumbnail.png;Default Sales Channel;Default Sales Channel;Created by Medusa;hoodies;Hoodies;;merch;Merch;
